Employment-Based,All_Chargeability_Except_Listed,INDIA,MEXICO,PHILIPPINES,CHINA-MAINLAND,DOMINICAN REPUBLIC,EL SALVADOR  GUATEMALA  HONDURAS,VIETNAM,time,Preference
4th,C,C,2016-10-22,C,C,C,2016-02-15,C,2018-10-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2018-10-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2014-08-15,C,C,2016-01-01,2018-10-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2018-10-01,E5
1st,2017-04-01,2016-06-01,2017-04-01,2017-04-01,2016-06-01,2017-04-01,2017-04-01,2017-04-01,2018-11-01,E1
2nd,C,2009-03-26,C,C,2015-05-15,C,C,C,2018-11-01,E2
3rd,C,2009-01-01,C,2017-06-08,2015-06-01,C,C,C,2018-11-01,E3
Other Workers,C,2009-01-01,C,2017-06-08,2007-05-01,C,C,C,2018-11-01,E3_U
4th,C,C,2016-11-22,C,C,C,2016-02-15,C,2018-11-01,E4
Certain Religious Workers,C,C,2016-11-22,C,C,C,2016-02-15,C,2018-11-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2014-08-15,C,C,2016-02-01,2018-11-01,E5
5th Regional Center (I5 and R5),C,C,C,C,2014-08-15,C,C,2016-02-01,2018-11-01,E5
1st,2017-07-01,2016-09-01,2017-07-01,2017-07-01,2016-09-01,2017-07-01,2017-07-01,2017-07-01,2018-12-01,E1
2nd,C,2009-04-01,C,C,2015-07-01,C,C,C,2018-12-01,E2
3rd,C,2009-03-01,C,2017-06-15,2015-06-08,C,C,C,2018-12-01,E3
Other Workers,C,2009-03-01,C,2017-06-15,2007-06-01,C,C,C,2018-12-01,E3_U
4th,C,C,2017-01-01,C,C,C,2016-02-22,C,2018-12-01,E4
Certain Religious Workers,C,C,2017-01-01,C,C,C,2016-02-22,C,2018-12-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2014-08-22,C,C,2016-05-01,2018-12-01,E5
5th Regional Center (I5 and R5),C,C,C,C,2014-08-22,C,C,2016-05-01,2018-12-01,E5
1st,2017-10-01,2016-12-15,2017-10-01,2017-10-01,2016-12-15,2017-10-01,2017-10-01,2017-10-01,2019-01-01,E1
2nd,C,2009-04-01,C,C,2015-08-01,C,C,C,2019-01-01,E2
3rd,C,2009-03-01,C,2017-06-22,2015-06-08,C,C,C,2019-01-01,E3
Other Workers,C,2009-03-01,C,2017-06-22,2007-07-01,C,C,C,2019-01-01,E3_U
4th,C,C,2017-04-15,C,C,C,2016-02-22,C,2019-01-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2019-01-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2014-09-01,C,C,2016-06-01,2019-01-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2019-01-01,E5
1st,2017-12-01,2017-02-08,2017-12-01,2017-12-01,2017-02-08,2017-12-01,2017-12-01,2017-12-01,2019-02-01,E1
2nd,C,2009-04-06,C,C,2015-10-01,C,C,C,2019-02-01,E2
3rd,C,2009-04-22,C,2017-08-01,2015-07-01,C,C,C,2019-02-01,E3
Other Workers,C,2009-04-22,C,2017-08-01,2007-08-01,C,C,C,2019-02-01,E3_U
4th,C,C,2017-09-01,C,C,C,2016-03-01,C,2019-02-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2019-02-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2014-09-01,C,C,2016-06-15,2019-02-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2019-02-01,E5
1st,2018-01-01,2017-02-22,2018-01-01,2018-01-01,2017-02-22,2018-01-01,2018-01-01,2018-01-01,2019-03-01,E1
2nd,C,2009-04-09,C,C,2016-01-01,C,C,C,2019-03-01,E2
3rd,C,2009-05-22,C,2017-12-01,2015-07-08,C,C,C,2019-03-01,E3
Other Workers,C,2009-05-22,C,2017-12-01,2007-08-15,C,C,C,2019-03-01,E3_U
4th,C,C,2018-01-01,C,C,C,2016-03-01,C,2019-03-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2019-03-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2014-09-08,C,C,2016-07-15,2019-03-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2019-03-01,E5
1st,2018-02-01,2017-02-22,2018-02-01,2018-02-01,2017-02-22,2018-02-01,2018-02-01,2018-02-01,2019-04-01,E1
2nd,C,2009-04-12,C,C,2016-04-01,C,C,C,2019-04-01,E2
3rd,C,2009-06-22,C,2018-03-01,2015-08-01,C,C,C,2019-04-01,E3
Other Workers,C,2009-06-22,C,2018-03-01,2007-08-22,C,C,C,2019-04-01,E3_U
4th,C,C,2018-04-01,C,C,C,2016-03-08,C,2019-04-01,E4
Certain Religious Workers,C,C,2018-04-01,C,C,C,2016-03-08,C,2019-04-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2014-09-15,C,C,2016-08-22,2019-04-01,E5
5th Regional Center (I5 and R5),C,C,C,C,2014-09-15,C,C,2016-08-22,2019-04-01,E5
1st,2018-03-01,2017-02-22,2018-03-01,2018-03-01,2017-02-22,2018-03-01,2018-03-01,2018-03-01,2019-05-01,E1
2nd,C,2009-04-16,C,C,2016-05-15,C,C,C,2019-05-01,E2
3rd,C,2009-07-01,C,2018-06-01,2015-08-22,C,C,C,2019-05-01,E3
Other Workers,C,2009-07-01,C,2018-06-01,2007-09-01,C,C,C,2019-05-01,E3_U
4th,C,C,2018-08-01,C,C,C,2016-03-08,C,2019-05-01,E4
Certain Religious Workers,C,C,2018-08-01,C,C,C,2016-03-08,C,2019-05-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2014-09-22,C,C,2016-09-22,2019-05-01,E5
5th Regional Center (I5 and R5),C,C,C,C,2014-09-22,C,C,2016-09-22,2019-05-01,E5
1st,2018-04-22,2015-01-01,2018-04-22,2018-04-22,2017-02-22,2018-04-22,2018-04-22,2018-04-22,2019-06-01,E1
2nd,C,2009-04-19,C,C,2016-08-01,C,C,C,2019-06-01,E2
3rd,C,2009-07-01,C,2018-11-01,2015-09-15,C,C,C,2019-06-01,E3
Other Workers,C,2009-07-01,C,2018-11-01,2007-09-01,C,C,C,2019-06-01,E3_U
4th,C,C,2018-10-01,C,C,C,2016-03-22,C,2019-06-01,E4
Certain Religious Workers,C,C,2018-10-01,C,C,C,2016-03-22,C,2019-06-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2014-10-01,C,C,2016-10-01,2019-06-01,E5
5th Regional Center (I5 and R5),C,C,C,C,2014-10-01,C,C,2016-10-01,2019-06-01,E5
1st,2018-04-22,2015-01-01,2018-04-22,2018-04-22,2017-05-08,2018-04-22,2018-04-22,2018-04-22,2019-07-01,E1
2nd,C,2009-04-24,C,C,2016-11-01,C,C,C,2019-07-01,E2
3rd,C,2009-07-01,C,C,2016-01-01,C,C,C,2019-07-01,E3
Other Workers,C,2009-07-01,C,C,2007-11-22,C,C,C,2019-07-01,E3_U
4th,C,C,2016-07-01,C,C,C,2016-07-01,C,2019-07-01,E4
Certain Religious Workers,C,C,2016-07-01,C,C,C,2016-07-01,C,2019-07-01,E4_R
5th Non-Regional Center (C5 and T5),C,2017-05-01,C,C,2014-10-01,C,C,2016-10-01,2019-07-01,E5
5th Regional Center (I5 and R5),C,2017-05-01,C,C,2014-10-01,C,C,2016-10-01,2019-07-01,E5
1st,2016-07-01,2015-01-01,2016-07-01,2016-07-01,2016-07-01,2016-07-01,2016-07-01,2016-07-01,2019-08-01,E1
2nd,2017-01-01,2009-05-02,2017-01-01,2017-01-01,2017-01-01,2017-01-01,2017-01-01,2017-01-01,2019-08-01,E2
3rd,2016-07-01,2006-01-01,2016-07-01,2016-07-01,2016-07-01,2016-07-01,2016-07-01,2016-07-01,2019-08-01,E3
Other Workers,2016-07-01,2006-01-01,2016-07-01,2016-07-01,2007-11-22,2016-07-01,2016-07-01,2016-07-01,2019-08-01,E3_U
4th,C,C,2016-07-01,C,C,C,2016-07-01,C,2019-08-01,E4
Certain Religious Workers,C,C,2016-07-01,C,C,C,2016-07-01,C,2019-08-01,E4_R
5th Non-Regional Center (C5 and T5),C,2014-10-15,C,C,2014-10-15,C,C,2014-10-15,2019-08-01,E5
5th Regional Center (I5 and R5),C,2014-10-15,C,C,2014-10-15,C,C,2014-10-15,2019-08-01,E5
1st,2017-10-01,U,2017-10-01,2017-10-01,2014-01-01,2017-10-01,2017-10-01,2017-10-01,2019-09-01,E1
2nd,2018-01-01,2009-05-08,2018-01-01,2018-01-01,2017-01-01,2018-01-01,2018-01-01,2018-01-01,2019-09-01,E2
3rd,2016-07-01,2005-07-01,2016-07-01,2016-07-01,2014-01-01,2016-07-01,2016-07-01,2016-07-01,2019-09-01,E3
Other Workers,2016-07-01,2005-07-01,2016-07-01,2016-07-01,2007-11-22,2016-07-01,2016-07-01,2016-07-01,2019-09-01,E3_U
4th,U,U,U,U,U,U,U,U,2019-09-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2019-09-01,E4_R
5th Non-Regional Center (C5 and T5),C,2017-09-01,C,C,2014-10-22,C,C,2014-10-22,2019-09-01,E5
5th Regional Center (I5 and R5),C,2017-09-01,C,C,2014-10-22,C,C,2014-10-22,2019-09-01,E5
1st,2018-04-22,2015-01-01,2018-04-22,2018-04-22,2016-11-01,2018-04-22,2018-04-22,2018-04-22,2019-10-01,E1
2nd,C,2009-05-12,C,C,2015-01-01,C,C,C,2019-10-01,E2
3rd,C,2009-01-01,C,2017-10-15,2015-11-01,C,C,C,2019-10-01,E3
Other Workers,C,2009-01-01,C,2017-10-15,2008-01-01,C,C,C,2019-10-01,E3_U
4th,C,C,2017-05-01,C,C,C,2016-07-01,C,2019-10-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2019-10-01,E4_R
5th Non-Regional Center (C5 and T5),C,2017-11-22,C,C,2014-10-22,C,C,2016-10-15,2019-10-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2019-10-01,E5
1st,2018-06-01,2015-01-01,2018-06-01,2018-06-01,2017-02-01,2018-06-01,2018-06-01,2018-06-01,2019-11-01,E1
2nd,C,2009-05-13,C,C,2015-03-15,C,C,C,2019-11-01,E2
3rd,C,2009-01-01,C,2018-02-01,2015-11-01,C,C,C,2019-11-01,E3
Other Workers,C,2009-01-01,C,2018-02-01,2008-02-01,C,C,C,2019-11-01,E3_U
4th,C,C,2017-07-22,C,C,C,2016-07-01,C,2019-11-01,E4
Certain Religious Workers,C,C,2017-07-22,C,C,C,2016-07-01,C,2019-11-01,E4_R
5th Non-Regional Center (C5 and T5),C,2017-12-08,C,C,2014-11-01,C,C,2016-11-15,2019-11-01,E5
5th Regional Center (I5 and R5),C,2017-12-08,C,C,2014-11-01,C,C,2016-11-15,2019-11-01,E5
1st,2018-07-15,2015-01-01,2018-07-15,2018-07-15,2017-05-15,2018-07-15,2018-07-15,2018-07-15,2019-12-01,E1
2nd,C,2009-05-15,C,C,2015-06-22,C,C,C,2019-12-01,E2
3rd,C,2009-01-01,C,2018-03-01,2015-11-01,C,C,C,2019-12-01,E3
Other Workers,C,2009-01-01,C,2018-03-01,2008-03-01,C,C,C,2019-12-01,E3_U
4th,C,C,2017-07-22,C,C,C,2016-07-01,C,2019-12-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2019-12-01,E4_R
5th Non-Regional Center (C5 and T5),C,2018-01-01,C,C,2014-11-15,C,C,2016-12-01,2019-12-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2019-12-01,E5
1st,2018-10-01,2015-01-01,2018-10-01,2018-10-01,2017-05-22,2018-10-01,2018-10-01,2018-10-01,2020-01-01,E1
2nd,C,2009-05-18,C,C,2015-07-01,C,C,C,2020-01-01,E2
3rd,C,2009-01-01,C,2018-03-15,2015-12-01,C,C,C,2020-01-01,E3
Other Workers,C,2009-01-01,C,2018-03-15,2008-04-01,C,C,C,2020-01-01,E3_U
4th,C,C,2017-08-08,C,C,C,2016-07-01,C,2020-01-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2020-01-01,E4_R
5th Non-Regional Center (C5 and T5),C,2018-05-01,C,C,2014-11-22,C,C,2016-12-08,2020-01-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2020-01-01,E5
1st,2018-12-01,2015-01-01,2018-12-01,2018-12-01,2017-05-22,2018-12-01,2018-12-01,2018-12-01,2020-02-01,E1
2nd,C,2009-05-19,C,C,2015-07-15,C,C,C,2020-02-01,E2
3rd,C,2009-01-08,C,2018-06-01,2016-01-01,C,C,C,2020-02-01,E3
Other Workers,C,2009-01-08,C,2018-06-01,2008-05-01,C,C,C,2020-02-01,E3_U
4th,C,C,2017-09-01,C,C,C,2016-07-01,C,2020-02-01,E4
Certain Religious Workers,C,C,2017-09-01,C,C,C,2016-07-01,C,2020-02-01,E4_R
5th Non-Regional Center (C5 and T5),C,2018-09-01,C,C,2014-12-01,C,C,2016-12-15,2020-02-01,E5
5th Regional Center (I5 and R5),C,2018-09-01,C,C,2014-12-01,C,C,2016-12-15,2020-02-01,E5
1st,2019-03-01,2015-03-01,2019-03-01,2019-03-01,2017-06-01,2019-03-01,2019-03-01,2019-03-01,2020-03-01,E1
2nd,C,2009-05-22,C,C,2015-08-15,C,C,C,2020-03-01,E2
3rd,2017-01-01,2009-01-15,2017-01-01,2017-01-01,2016-03-22,2017-01-01,2017-01-01,2017-01-01,2020-03-01,E3
Other Workers,2017-01-01,2009-01-15,2017-01-01,2017-01-01,2008-06-01,2017-01-01,2017-01-01,2017-01-01,2020-03-01,E3_U
4th,C,C,2017-11-15,C,C,C,2016-07-15,C,2020-03-01,E4
Certain Religious Workers,C,C,2017-11-15,C,C,C,2016-07-15,C,2020-03-01,E4_R
5th Non-Regional Center (C5 and T5),C,2018-10-22,C,C,2015-05-15,C,C,2017-01-15,2020-03-01,E5
5th Regional Center (I5 and R5),C,2018-10-22,C,C,2015-05-15,C,C,2017-01-15,2020-03-01,E5
1st,2019-06-01,2015-05-01,2019-06-01,2019-06-01,2017-06-08,2019-06-01,2019-06-01,2019-06-01,2020-04-01,E1
2nd,C,2009-05-25,C,C,2015-09-01,C,C,C,2020-04-01,E2
3rd,2017-01-01,2009-01-22,2017-01-01,2017-01-01,2016-04-15,2017-01-01,2017-01-01,2017-01-01,2020-04-01,E3
Other Workers,2017-01-01,2009-01-22,2017-01-01,2017-01-01,2008-07-01,2017-01-01,2017-01-01,2017-01-01,2020-04-01,E3_U
4th,C,C,2018-01-22,C,C,C,2016-07-15,C,2020-04-01,E4
Certain Religious Workers,C,C,2018-01-22,C,C,C,2016-07-15,C,2020-04-01,E4_R
5th Non-Regional Center (C5 and T5),C,2019-01-01,C,C,2015-05-15,C,C,2017-02-08,2020-04-01,E5
5th Regional Center (I5 and R5),C,2019-01-01,C,C,2015-05-15,C,C,2017-02-08,2020-04-01,E5
1st,C,2015-08-01,C,C,2017-07-15,C,C,C,2020-05-01,E1
2nd,C,2009-06-02,C,C,2015-10-01,C,C,C,2020-05-01,E2
3rd,2017-01-01,2009-03-01,2017-01-01,2017-01-01,2016-05-15,2017-01-01,2017-01-01,2017-01-01,2020-05-01,E3
Other Workers,2017-01-01,2009-03-01,2017-01-01,2017-01-01,2008-07-15,2017-01-01,2017-01-01,2017-01-01,2020-05-01,E3_U
4th,C,C,2018-05-01,C,C,C,2016-08-15,C,2020-05-01,E4
Certain Religious Workers,C,C,2018-05-01,C,C,C,2016-08-15,C,2020-05-01,E4_R
5th Non-Regional Center (C5 and T5),C,2019-10-01,C,C,2015-07-01,C,C,2017-04-01,2020-05-01,E5
5th Regional Center (I5 and R5),C,2019-10-01,C,C,2015-07-01,C,C,2017-04-01,2020-05-01,E5
1st,C,2016-06-08,C,C,2017-08-15,C,C,C,2020-06-01,E1
2nd,C,2009-06-12,C,C,2015-11-01,C,C,C,2020-06-01,E2
3rd,2017-11-08,2009-04-01,2017-11-08,2017-11-08,2016-06-15,2017-11-08,2017-11-08,2017-11-08,2020-06-01,E3
Other Workers,2017-11-08,2009-04-01,2017-11-08,2017-11-08,2008-07-15,2017-11-08,2017-11-08,2017-11-08,2020-06-01,E3_U
4th,C,C,2018-06-08,C,C,C,2016-12-15,C,2020-06-01,E4
Certain Religious Workers,C,C,2018-06-08,C,C,C,2016-12-15,C,2020-06-01,E4_R
5th Non-Regional Center (C5 and T5),C,2020-01-01,C,C,2015-07-15,C,C,2017-04-22,2020-06-01,E5
5th Regional Center (I5 and R5),C,2020-01-01,C,C,2015-07-15,C,C,2017-04-22,2020-06-01,E5
1st,C,2017-05-08,C,C,2017-08-22,C,C,C,2020-07-01,E1
2nd,C,2009-07-08,C,C,2015-11-08,C,C,C,2020-07-01,E2
3rd,2018-04-15,2009-06-01,2018-04-15,2018-04-15,2016-06-22,2018-04-15,2018-04-15,2018-04-15,2020-07-01,E3
Other Workers,2018-04-15,2009-06-01,2018-04-15,2018-04-15,2008-07-22,2018-04-15,2018-04-15,2018-04-15,2020-07-01,E3_U
4th,C,C,2018-06-15,C,C,C,2017-02-01,C,2020-07-01,E4
Certain Religious Workers,C,C,2018-06-15,C,C,C,2017-02-01,C,2020-07-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2015-07-22,C,C,2017-05-15,2020-07-01,E5
5th Regional Center (I5 and R5),C,C,C,C,2015-07-22,C,C,2017-05-15,2020-07-01,E5
1st,C,2018-02-08,C,C,2018-02-08,C,C,C,2020-08-01,E1
2nd,C,2009-07-08,C,C,2016-01-15,C,C,C,2020-08-01,E2
3rd,2019-04-01,2009-10-01,2019-04-01,2019-04-01,2017-02-15,2019-04-01,2019-04-01,2019-04-01,2020-08-01,E3
Other Workers,2019-04-01,2009-10-01,2019-04-01,2019-04-01,2008-08-01,2019-04-01,2019-04-01,2019-04-01,2020-08-01,E3_U
4th,C,C,2018-06-15,C,C,C,2017-04-01,C,2020-08-01,E4
Certain Religious Workers,C,C,2018-06-15,C,C,C,2017-04-01,C,2020-08-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2015-08-08,C,C,2017-07-22,2020-08-01,E5
5th Regional Center (I5 and R5),C,C,C,C,2015-08-08,C,C,2017-07-22,2020-08-01,E5
1st,C,2018-03-01,C,C,2018-03-01,C,C,C,2020-09-01,E1
2nd,C,2009-07-08,C,C,2016-01-15,C,C,C,2020-09-01,E2
3rd,2019-04-01,2009-10-01,2019-04-01,2019-04-01,2017-02-15,2019-04-01,2019-04-01,2019-04-01,2020-09-01,E3
Other Workers,2019-04-01,2009-10-01,2019-04-01,2019-04-01,2008-08-01,2019-04-01,2019-04-01,2019-04-01,2020-09-01,E3_U
4th,C,C,2018-06-15,C,C,C,2017-04-01,C,2020-09-01,E4
Certain Religious Workers,C,C,2018-06-15,C,C,C,2017-04-01,C,2020-09-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2015-08-15,C,C,2017-08-01,2020-09-01,E5
5th Regional Center (I5 and R5),C,C,C,C,2015-08-15,C,C,2017-08-01,2020-09-01,E5
1st,C,2018-06-01,C,C,2018-06-01,C,C,C,2020-10-01,E1
2nd,C,2009-09-01,C,C,2016-03-01,C,C,C,2020-10-01,E2
3rd,C,2010-01-15,C,C,2017-07-01,C,C,C,2020-10-01,E3
Other Workers,C,2010-01-15,C,C,2008-12-01,C,C,C,2020-10-01,E3_U
4th,C,C,2018-09-01,C,C,C,2017-08-01,C,2020-10-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2020-10-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2015-08-15,C,C,2017-08-01,2020-10-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2020-10-01,E5
1st,C,2018-12-01,C,C,2018-12-01,C,C,C,2020-11-01,E1
2nd,C,2009-09-22,C,C,2016-04-22,C,C,C,2020-11-01,E2
3rd,C,2010-03-01,C,C,2017-10-01,C,C,C,2020-11-01,E3
Other Workers,C,2010-03-01,C,C,2009-01-01,C,C,C,2020-11-01,E3_U
4th,C,C,2018-10-15,C,C,C,2017-11-01,C,2020-11-01,E4
Certain Religious Workers,C,C,2018-10-15,C,C,C,2017-11-01,C,2020-11-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2015-08-15,C,C,2017-08-15,2020-11-01,E5
5th Regional Center (I5 and R5),C,C,C,C,2015-08-15,C,C,2017-08-15,2020-11-01,E5
1st,C,2019-04-01,C,C,2019-04-01,C,C,C,2020-12-01,E1
2nd,C,2009-10-01,C,C,2016-05-01,C,C,C,2020-12-01,E2
3rd,C,2010-03-15,C,C,2017-11-01,C,C,C,2020-12-01,E3
Other Workers,C,2010-03-15,C,C,2009-02-15,C,C,C,2020-12-01,E3_U
4th,C,C,2018-11-22,C,C,C,2018-02-01,C,2020-12-01,E4
Certain Religious Workers,C,C,2018-11-22,C,C,C,2018-02-01,C,2020-12-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2015-08-15,C,C,2017-09-01,2020-12-01,E5
5th Regional Center (I5 and R5),C,C,C,C,2015-08-15,C,C,2017-09-01,2020-12-01,E5
1st,C,2019-09-01,C,C,2019-09-01,C,C,C,2021-01-01,E1
2nd,C,2009-10-08,C,C,2016-06-01,C,C,C,2021-01-01,E2
3rd,C,2010-03-22,C,C,2017-12-15,C,C,C,2021-01-01,E3
Other Workers,C,2010-03-22,C,C,2009-03-01,C,C,C,2021-01-01,E3_U
4th,C,C,2018-12-01,C,C,C,2018-03-01,C,2021-01-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2021-01-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2015-08-15,C,C,2017-09-15,2021-01-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2021-01-01,E5
1st,C,2020-01-01,C,C,2020-01-01,C,C,C,2021-02-01,E1
2nd,C,2009-10-12,C,C,2016-06-15,C,C,C,2021-02-01,E2
3rd,C,2010-04-01,C,C,2018-01-01,C,C,C,2021-02-01,E3
Other Workers,C,2010-04-01,C,C,2009-04-01,C,C,C,2021-02-01,E3_U
4th,C,C,2018-12-15,C,C,C,2018-04-15,C,2021-02-01,E4
Certain Religious Workers,C,C,2018-12-15,C,C,C,2018-04-15,C,2021-02-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2015-08-15,C,C,2017-10-01,2021-02-01,E5
5th Regional Center (I5 and R5),C,C,C,C,2015-08-15,C,C,2017-10-01,2021-02-01,E5
1st,C,2020-08-01,C,C,2020-08-01,C,C,C,2021-03-01,E1
2nd,C,2010-01-15,C,C,2016-07-15,C,C,C,2021-03-01,E2
3rd,C,2010-07-01,C,C,2018-02-08,C,C,C,2021-03-01,E3
Other Workers,C,2010-07-01,C,C,2009-05-01,C,C,C,2021-03-01,E3_U
4th,C,C,2019-01-01,C,C,C,2018-06-01,C,2021-03-01,E4
Certain Religious Workers,C,C,2019-01-01,C,C,C,2018-06-01,C,2021-03-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2015-08-15,C,C,2017-10-22,2021-03-01,E5
5th Regional Center (I5 and R5),C,C,C,C,2015-08-15,C,C,2017-10-22,2021-03-01,E5
1st,C,C,C,C,C,C,C,C,2021-04-01,E1
2nd,C,2010-05-01,C,C,2016-09-01,C,C,C,2021-04-01,E2
3rd,C,2010-09-01,C,C,2018-03-15,C,C,C,2021-04-01,E3
Other Workers,C,2010-09-01,C,C,2009-06-01,C,C,C,2021-04-01,E3_U
4th,C,C,2019-02-01,C,C,C,2018-08-01,C,2021-04-01,E4
Certain Religious Workers,C,C,2019-02-01,C,C,C,2018-08-01,C,2021-04-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2015-08-15,C,C,2017-12-15,2021-04-01,E5
5th Regional Center (I5 and R5),C,C,C,C,2015-08-15,C,C,2017-12-15,2021-04-01,E5
1st,C,C,C,C,C,C,C,C,2021-05-01,E1
2nd,C,2010-08-01,C,C,2016-12-01,C,C,C,2021-05-01,E2
3rd,C,2011-02-01,C,C,2018-05-15,C,C,C,2021-05-01,E3
Other Workers,C,2011-02-01,C,C,2009-08-01,C,C,C,2021-05-01,E3_U
4th,C,C,2019-03-15,C,C,C,2018-09-01,C,2021-05-01,E4
Certain Religious Workers,C,C,2019-03-15,C,C,C,2018-09-01,C,2021-05-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2015-08-15,C,C,2018-02-15,2021-05-01,E5
5th Regional Center (I5 and R5),C,C,C,C,2015-08-15,C,C,2018-02-15,2021-05-01,E5
1st,C,C,C,C,C,C,C,C,2021-06-01,E1
2nd,C,2010-12-01,C,C,2017-05-01,C,C,C,2021-06-01,E2
3rd,C,2011-11-01,C,C,2018-09-01,C,C,C,2021-06-01,E3
Other Workers,C,2011-11-01,C,C,2009-10-01,C,C,C,2021-06-01,E3_U
4th,C,C,2019-11-01,C,C,C,2018-11-01,C,2021-06-01,E4
Certain Religious Workers,C,C,2019-11-01,C,C,C,2018-11-01,C,2021-06-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2015-09-15,C,C,2018-04-15,2021-06-01,E5
5th Regional Center (I5 and R5),C,C,C,C,2015-09-15,C,C,2018-04-15,2021-06-01,E5
1st,C,C,C,C,C,C,C,C,2021-07-01,E1
2nd,C,2011-06-01,C,C,2017-12-01,C,C,C,2021-07-01,E2
3rd,C,2013-01-01,C,C,2019-01-01,C,C,C,2021-07-01,E3
Other Workers,C,2013-01-01,C,C,2009-12-01,C,C,C,2021-07-01,E3_U
4th,C,C,2020-02-01,C,C,C,2018-12-01,C,2021-07-01,E4
Certain Religious Workers,C,C,2020-02-01,C,C,C,2018-12-01,C,2021-07-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2015-11-08,C,C,2020-04-01,2021-07-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2021-07-01,E5
1st,C,C,C,C,C,C,C,C,2021-08-01,E1
2nd,C,2011-06-01,C,C,2018-04-01,C,C,C,2021-08-01,E2
3rd,C,2013-07-01,C,C,2019-01-08,C,C,C,2021-08-01,E3
Other Workers,C,2013-07-01,C,C,2010-01-01,C,C,C,2021-08-01,E3_U
4th,C,C,2020-02-01,C,C,C,2019-01-01,C,2021-08-01,E4
Certain Religious Workers,C,C,2020-02-01,C,C,C,2019-01-01,C,2021-08-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2015-11-15,C,C,C,2021-08-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2021-08-01,E5
1st,C,C,C,C,C,C,C,C,2021-09-01,E1
2nd,C,2011-09-01,C,C,2018-07-01,C,C,C,2021-09-01,E2
3rd,C,2014-01-01,C,C,2019-01-08,C,C,C,2021-09-01,E3
Other Workers,C,2014-01-01,C,C,2010-02-01,C,C,C,2021-09-01,E3_U
4th,C,C,2020-03-01,C,C,C,2019-03-15,C,2021-09-01,E4
Certain Religious Workers,C,C,2020-03-01,C,C,C,2019-03-15,C,2021-09-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2015-11-22,C,C,C,2021-09-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2021-09-01,E5
1st,C,C,C,C,C,C,C,C,2021-10-01,E1
2nd,C,2011-09-01,C,C,2018-07-01,C,C,C,2021-10-01,E2
3rd,C,2014-01-01,C,C,2019-01-08,C,C,C,2021-10-01,E3
Other Workers,C,2014-01-01,C,C,2010-02-01,C,C,C,2021-10-01,E3_U
4th,C,C,2020-03-01,C,C,C,2019-03-15,C,2021-10-01,E4
